model,dataset,metric,method,correction,prr_score
Llama 3.1 8B,wmt19_deen,XComet XXL,PPL,DEG1,0.3678369401861457
Llama 3.1 8B,wmt19_fien,XComet XXL,PPL,DEG1,0.4860016923333916
Llama 3.1 8B,wmt19_lten,XComet XXL,PPL,DEG1,0.483012784046942
Llama 3.1 8B,wmt19_ruen,XComet XXL,PPL,DEG1,0.4166192634299471
Llama 3.1 8B,wmt14_csen,XComet XXL,PPL,DEG2,0.3442423587613513
Llama 3.1 8B,wmt14_deen,XComet XXL,PPL,DEG2,0.36824043004671453
Llama 3.1 8B,wmt14_ruen,XComet XXL,PPL,DEG2,0.3509573878555772
Llama 3.1 8B,wmt14_fren,XComet XXL,PPL,DEG2,0.26233214700063745
Llama 3.1 8B,wmt19_deen,XComet XXL,PPL,DEG2,0.3376374680817525
Llama 3.1 8B,wmt19_fien,XComet XXL,PPL,DEG2,0.49510076622317745
Llama 3.1 8B,wmt19_lten,XComet XXL,PPL,DEG2,0.45153889675903675
Llama 3.1 8B,wmt19_ruen,XComet XXL,PPL,DEG2,0.3223292442714098
Llama 3.1 8B,wmt14_csen,XComet XXL,PPL,DEG3,0.4272841957151393
Llama 3.1 8B,wmt14_deen,XComet XXL,PPL,DEG3,0.43577274502471425
Llama 3.1 8B,wmt14_ruen,XComet XXL,PPL,DEG3,0.44544196145813414
Llama 3.1 8B,wmt14_fren,XComet XXL,PPL,DEG3,0.35393806335047584
Llama 3.1 8B,wmt19_deen,XComet XXL,PPL,DEG3,0.37666373708361056
Llama 3.1 8B,wmt19_fien,XComet XXL,PPL,DEG3,0.4871197513519212
Llama 3.1 8B,wmt19_lten,XComet XXL,PPL,DEG3,0.4643047041485546
Llama 3.1 8B,wmt19_ruen,XComet XXL,PPL,DEG3,0.3870623445366772
Llama 3.1 8B,wmt14_csen,XComet XXL,MTE,RAW,0.3988601774719892
Llama 3.1 8B,wmt14_deen,XComet XXL,MTE,RAW,0.3706636427671608
Llama 3.1 8B,wmt14_ruen,XComet XXL,MTE,RAW,0.33127674141477287
Llama 3.1 8B,wmt14_fren,XComet XXL,MTE,RAW,0.3032608541906003
Llama 3.1 8B,wmt19_deen,XComet XXL,MTE,RAW,0.3440330098279059
Llama 3.1 8B,wmt19_fien,XComet XXL,MTE,RAW,0.5128089596048697
Llama 3.1 8B,wmt19_lten,XComet XXL,MTE,RAW,0.5322864271815366
Llama 3.1 8B,wmt19_ruen,XComet XXL,MTE,RAW,0.3167900644671561
Llama 3.1 8B,wmt14_csen,XComet XXL,MTE,DEG1,0.4774070258798786
Llama 3.1 8B,wmt14_deen,XComet XXL,MTE,DEG1,0.47476784750638024
Llama 3.1 8B,wmt14_ruen,XComet XXL,MTE,DEG1,0.5328336376442245
Llama 3.1 8B,wmt14_fren,XComet XXL,MTE,DEG1,0.4228060945899963
Llama 3.1 8B,wmt19_deen,XComet XXL,MTE,DEG1,0.4384106278021453
Llama 3.1 8B,wmt19_fien,XComet XXL,MTE,DEG1,0.4898623685131403
Llama 3.1 8B,wmt19_lten,XComet XXL,MTE,DEG1,0.5202540078500302
Llama 3.1 8B,wmt19_ruen,XComet XXL,MTE,DEG1,0.5121059666459398
Llama 3.1 8B,wmt14_csen,XComet XXL,MTE,DEG2,0.38058802892832627
Llama 3.1 8B,wmt14_deen,XComet XXL,MTE,DEG2,0.40491516780402165
Llama 3.1 8B,wmt14_ruen,XComet XXL,MTE,DEG2,0.3849078775494576
Llama 3.1 8B,wmt14_fren,XComet XXL,MTE,DEG2,0.32525566901555486
Llama 3.1 8B,wmt19_deen,XComet XXL,MTE,DEG2,0.38688905404277735
Llama 3.1 8B,wmt19_fien,XComet XXL,MTE,DEG2,0.46183810546082665
Llama 3.1 8B,wmt19_lten,XComet XXL,MTE,DEG2,0.4764626388325187
Llama 3.1 8B,wmt19_ruen,XComet XXL,MTE,DEG2,0.3935747648551286
Llama 3.1 8B,wmt14_csen,XComet XXL,MTE,DEG3,0.4587505224558544
Llama 3.1 8B,wmt14_deen,XComet XXL,MTE,DEG3,0.4788540625882767
Llama 3.1 8B,wmt14_ruen,XComet XXL,MTE,DEG3,0.48023660442768323
Llama 3.1 8B,wmt14_fren,XComet XXL,MTE,DEG3,0.4145647914027625
Llama 3.1 8B,wmt19_deen,XComet XXL,MTE,DEG3,0.42737082799660775
Llama 3.1 8B,wmt19_fien,XComet XXL,MTE,DEG3,0.4607584965285793
Llama 3.1 8B,wmt19_lten,XComet XXL,MTE,DEG3,0.4896358513596054
Llama 3.1 8B,wmt19_ruen,XComet XXL,MTE,DEG3,0.4535430834887205
Llama 3.1 8B,wmt14_csen,XComet XXL,MCSE,RAW,0.20108755134123496
Llama 3.1 8B,wmt14_deen,XComet XXL,MCSE,RAW,0.28574150237969403
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCSE,RAW,0.32795897974258553
Llama 3.1 8B,wmt14_fren,XComet XXL,MCSE,RAW,0.2874874508194087
Llama 3.1 8B,wmt19_deen,XComet XXL,MCSE,RAW,0.2435024942012485
Llama 3.1 8B,wmt19_fien,XComet XXL,MCSE,RAW,-0.04154462284942883
Llama 3.1 8B,wmt19_lten,XComet XXL,MCSE,RAW,0.06280368085235934
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCSE,RAW,0.30524698622647267
Llama 3.1 8B,wmt14_csen,XComet XXL,MCSE,DEG1,0.26298713707035587
Llama 3.1 8B,wmt14_deen,XComet XXL,MCSE,DEG1,0.27403387924516504
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCSE,DEG1,0.2751447055339802
Llama 3.1 8B,wmt14_fren,XComet XXL,MCSE,DEG1,0.2389138774382599
Llama 3.1 8B,wmt19_deen,XComet XXL,MCSE,DEG1,0.2896693610634017
Llama 3.1 8B,wmt19_fien,XComet XXL,MCSE,DEG1,0.2660892651929276
Llama 3.1 8B,wmt19_lten,XComet XXL,MCSE,DEG1,0.27573547660264225
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCSE,DEG1,0.27823673568486523
Llama 3.1 8B,wmt14_csen,XComet XXL,MCSE,DEG2,0.29927532821425795
Llama 3.1 8B,wmt14_deen,XComet XXL,MCSE,DEG2,0.3300028376885921
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCSE,DEG2,0.31286547007409116
Llama 3.1 8B,wmt14_fren,XComet XXL,MCSE,DEG2,0.2392185565294405
Llama 3.1 8B,wmt19_deen,XComet XXL,MCSE,DEG2,0.2790938094812636
Llama 3.1 8B,wmt19_fien,XComet XXL,MCSE,DEG2,0.2770321795367425
Llama 3.1 8B,wmt19_lten,XComet XXL,MCSE,DEG2,0.26262702359932116
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCSE,DEG2,0.2850441302995782
Llama 3.1 8B,wmt14_csen,XComet XXL,MCSE,DEG3,0.32219172806688956
Llama 3.1 8B,wmt14_deen,XComet XXL,MCSE,DEG3,0.33034204234689124
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCSE,DEG3,0.33661048223747275
Llama 3.1 8B,wmt14_fren,XComet XXL,MCSE,DEG3,0.23949826780799294
Llama 3.1 8B,wmt19_deen,XComet XXL,MCSE,DEG3,0.3027583396596535
Llama 3.1 8B,wmt19_fien,XComet XXL,MCSE,DEG3,0.24242124138829663
Llama 3.1 8B,wmt19_lten,XComet XXL,MCSE,DEG3,0.2692484093764936
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCSE,DEG3,0.33051253462044894
Llama 3.1 8B,wmt14_csen,XComet XXL,MCNSE,RAW,0.359597256105276
Llama 3.1 8B,wmt14_deen,XComet XXL,MCNSE,RAW,0.3446252657383741
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCNSE,RAW,0.32046126874468006
Llama 3.1 8B,wmt14_fren,XComet XXL,MCNSE,RAW,0.2718218473301509
Llama 3.1 8B,wmt19_deen,XComet XXL,MCNSE,RAW,0.33499239859110175
Llama 3.1 8B,wmt19_fien,XComet XXL,MCNSE,RAW,0.38383519681332756
Llama 3.1 8B,wmt19_lten,XComet XXL,MCNSE,RAW,0.42536487890729313
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCNSE,RAW,0.322428976394008
Llama 3.1 8B,wmt14_csen,XComet XXL,MCNSE,DEG1,0.3621748602824839
Llama 3.1 8B,wmt14_deen,XComet XXL,MCNSE,DEG1,0.3528797408597779
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCNSE,DEG1,0.3946250142028316
Llama 3.1 8B,wmt14_fren,XComet XXL,MCNSE,DEG1,0.313152363965649
Llama 3.1 8B,wmt19_deen,XComet XXL,MCNSE,DEG1,0.3485898809413966
Llama 3.1 8B,wmt19_fien,XComet XXL,MCNSE,DEG1,0.38312057251794834
Llama 3.1 8B,wmt19_lten,XComet XXL,MCNSE,DEG1,0.42459964651121107
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCNSE,DEG1,0.40053161414090854
Llama 3.1 8B,wmt14_csen,XComet XXL,MCNSE,DEG2,0.3147764363591827
Llama 3.1 8B,wmt14_deen,XComet XXL,MCNSE,DEG2,0.3856429375461031
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCNSE,DEG2,0.26697482349546503
Llama 3.1 8B,wmt14_fren,XComet XXL,MCNSE,DEG2,0.22514504429439072
Llama 3.1 8B,wmt19_deen,XComet XXL,MCNSE,DEG2,0.31071095019718015
Llama 3.1 8B,wmt19_fien,XComet XXL,MCNSE,DEG2,0.38161854701295717
Llama 3.1 8B,wmt19_lten,XComet XXL,MCNSE,DEG2,0.41034006699465553
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCNSE,DEG2,0.3108759798340759
Llama 3.1 8B,wmt14_csen,XComet XXL,MCNSE,DEG3,0.38530205676937607
Llama 3.1 8B,wmt14_deen,XComet XXL,MCNSE,DEG3,0.3862023329708463
Llama 3.1 8B,wmt14_ruen,XComet XXL,MCNSE,DEG3,0.3632295956993323
Llama 3.1 8B,wmt14_fren,XComet XXL,MCNSE,DEG3,0.31647199986097774
Llama 3.1 8B,wmt19_deen,XComet XXL,MCNSE,DEG3,0.3560838560416078
Llama 3.1 8B,wmt19_fien,XComet XXL,MCNSE,DEG3,0.382414645627466
Llama 3.1 8B,wmt19_lten,XComet XXL,MCNSE,DEG3,0.4202306533436465
Llama 3.1 8B,wmt19_ruen,XComet XXL,MCNSE,DEG3,0.37561498604538307
Llama 3.1 8B,wmt14_csen,XComet XXL,LSRL,RAW,0.344976754619058
Llama 3.1 8B,wmt14_deen,XComet XXL,LSRL,RAW,0.3527741795571511
Llama 3.1 8B,wmt14_ruen,XComet XXL,LSRL,RAW,0.29487107669279927
Llama 3.1 8B,wmt14_fren,XComet XXL,LSRL,RAW,0.2686165687634166
Llama 3.1 8B,wmt19_deen,XComet XXL,LSRL,RAW,0.29813769464391177
Llama 3.1 8B,wmt19_fien,XComet XXL,LSRL,RAW,0.3038643667486836
Llama 3.1 8B,wmt19_lten,XComet XXL,LSRL,RAW,0.3249304169482541
Llama 3.1 8B,wmt19_ruen,XComet XXL,LSRL,RAW,0.2970675247412659
Llama 3.1 8B,wmt14_csen,XComet XXL,LSRL,DEG1,0.32541477015295034
Llama 3.1 8B,wmt14_deen,XComet XXL,LSRL,DEG1,0.3059001732601771
Llama 3.1 8B,wmt14_ruen,XComet XXL,LSRL,DEG1,0.37775445489510817
Llama 3.1 8B,wmt14_fren,XComet XXL,LSRL,DEG1,0.24178327191093013
Llama 3.1 8B,wmt19_deen,XComet XXL,LSRL,DEG1,0.250828157983166
Llama 3.1 8B,wmt19_fien,XComet XXL,LSRL,DEG1,0.33019380990710545
Llama 3.1 8B,wmt19_lten,XComet XXL,LSRL,DEG1,0.33573516305943907
Llama 3.1 8B,wmt19_ruen,XComet XXL,LSRL,DEG1,0.3312062593160931
Llama 3.1 8B,wmt14_csen,XComet XXL,LSRL,DEG2,0.3523727364946694
Llama 3.1 8B,wmt14_deen,XComet XXL,LSRL,DEG2,0.3463402900836373
Llama 3.1 8B,wmt14_ruen,XComet XXL,LSRL,DEG2,0.20115544888925288
Llama 3.1 8B,wmt14_fren,XComet XXL,LSRL,DEG2,0.2091621855941169
Llama 3.1 8B,wmt19_deen,XComet XXL,LSRL,DEG2,0.26798541418119837
Llama 3.1 8B,wmt19_fien,XComet XXL,LSRL,DEG2,0.3528556084500681
Llama 3.1 8B,wmt19_lten,XComet XXL,LSRL,DEG2,0.34632554973889135
Llama 3.1 8B,wmt19_ruen,XComet XXL,LSRL,DEG2,0.25053833578328294
Llama 3.1 8B,wmt14_csen,XComet XXL,LSRL,DEG3,0.35153410907296684
Llama 3.1 8B,wmt14_deen,XComet XXL,LSRL,DEG3,0.2718333657506409
Llama 3.1 8B,wmt14_ruen,XComet XXL,LSRL,DEG3,0.31967082270353503
Llama 3.1 8B,wmt14_fren,XComet XXL,LSRL,DEG3,0.2677218585599103
Llama 3.1 8B,wmt19_deen,XComet XXL,LSRL,DEG3,0.28393288887919943
Llama 3.1 8B,wmt19_fien,XComet XXL,LSRL,DEG3,0.3421088068904146
Llama 3.1 8B,wmt19_lten,XComet XXL,LSRL,DEG3,0.34798710381495934
Llama 3.1 8B,wmt19_ruen,XComet XXL,LSRL,DEG3,0.3202912828982908
Gemma 2 9B,wmt14_csen,XComet XXL,MSP,RAW,0.20305278975781113
Gemma 2 9B,wmt14_deen,XComet XXL,MSP,RAW,0.35407566799380386
Gemma 2 9B,wmt14_ruen,XComet XXL,MSP,RAW,0.3909444623413618
Gemma 2 9B,wmt14_fren,XComet XXL,MSP,RAW,0.27432676009771245
Gemma 2 9B,wmt19_deen,XComet XXL,MSP,RAW,0.3435827600727535
Gemma 2 9B,wmt19_fien,XComet XXL,MSP,RAW,0.0011029986748285069
Gemma 2 9B,wmt19_lten,XComet XXL,MSP,RAW,0.14712441032203508
Gemma 2 9B,wmt19_ruen,XComet XXL,MSP,RAW,0.3494392744003449
Gemma 2 9B,wmt14_csen,XComet XXL,MSP,DEG1,0.2934352357561565
Gemma 2 9B,wmt14_deen,XComet XXL,MSP,DEG1,0.38267130461056337
Gemma 2 9B,wmt14_ruen,XComet XXL,MSP,DEG1,0.38220342405731567
Gemma 2 9B,wmt14_fren,XComet XXL,MSP,DEG1,0.2916149654692624
Gemma 2 9B,wmt19_deen,XComet XXL,MSP,DEG1,0.37659335100265995
Gemma 2 9B,wmt19_fien,XComet XXL,MSP,DEG1,0.2866390015940686
Gemma 2 9B,wmt19_lten,XComet XXL,MSP,DEG1,0.21676280665477948
Gemma 2 9B,wmt19_ruen,XComet XXL,MSP,DEG1,0.3349752974226339
Gemma 2 9B,wmt14_csen,XComet XXL,MSP,DEG2,0.31059211106416457
Gemma 2 9B,wmt14_deen,XComet XXL,MSP,DEG2,0.38495002679113455
Gemma 2 9B,wmt14_ruen,XComet XXL,MSP,DEG2,0.4127250759379084
Gemma 2 9B,wmt14_fren,XComet XXL,MSP,DEG2,0.3016798354362794
Gemma 2 9B,wmt19_deen,XComet XXL,MSP,DEG2,0.3708088160100912
Gemma 2 9B,wmt19_fien,XComet XXL,MSP,DEG2,0.28416042342545067
Gemma 2 9B,wmt19_lten,XComet XXL,MSP,DEG2,0.1959579275148819
Gemma 2 9B,wmt19_ruen,XComet XXL,MSP,DEG2,0.3497270806767861
Gemma 2 9B,wmt14_csen,XComet XXL,MSP,DEG3,0.309831580501731
Gemma 2 9B,wmt14_deen,XComet XXL,MSP,DEG3,0.38646017867881094
Gemma 2 9B,wmt14_ruen,XComet XXL,MSP,DEG3,0.4122577250186834
Gemma 2 9B,wmt14_fren,XComet XXL,MSP,DEG3,0.3054158012301612
Gemma 2 9B,wmt19_deen,XComet XXL,MSP,DEG3,0.3719105058586228
Gemma 2 9B,wmt19_fien,XComet XXL,MSP,DEG3,0.27250138734346774
Gemma 2 9B,wmt19_lten,XComet XXL,MSP,DEG3,0.22171418190574585
Gemma 2 9B,wmt19_ruen,XComet XXL,MSP,DEG3,0.3633277229768776
Gemma 2 9B,wmt14_csen,XComet XXL,PPL,RAW,0.31761426903116324
Gemma 2 9B,wmt14_deen,XComet XXL,PPL,RAW,0.33800115250731944
Gemma 2 9B,wmt14_ruen,XComet XXL,PPL,RAW,0.2924038713492618
Gemma 2 9B,wmt14_fren,XComet XXL,PPL,RAW,0.25123255215229445
Gemma 2 9B,wmt19_deen,XComet XXL,PPL,RAW,0.33055658586122993
Gemma 2 9B,wmt19_fien,XComet XXL,PPL,RAW,0.37275884522611663
Gemma 2 9B,wmt19_lten,XComet XXL,PPL,RAW,0.2809295613709195
Gemma 2 9B,wmt19_ruen,XComet XXL,PPL,RAW,0.27282370990785176
Gemma 2 9B,wmt14_csen,XComet XXL,PPL,DEG1,0.33021051206369
Gemma 2 9B,wmt14_deen,XComet XXL,PPL,DEG1,0.36689161417432115
Gemma 2 9B,wmt14_ruen,XComet XXL,PPL,DEG1,0.4481441614349548
Gemma 2 9B,wmt14_fren,XComet XXL,PPL,DEG1,0.30405845379218394
Gemma 2 9B,wmt19_deen,XComet XXL,PPL,DEG1,0.3467474779638654
Gemma 2 9B,wmt19_fien,XComet XXL,PPL,DEG1,0.3719753840038887
Gemma 2 9B,wmt19_lten,XComet XXL,PPL,DEG1,0.2839148315006509
Gemma 2 9B,wmt19_ruen,XComet XXL,PPL,DEG1,0.32799052691518427
Gemma 2 9B,wmt14_csen,XComet XXL,PPL,DEG2,0.3277242639157174
Gemma 2 9B,wmt14_deen,XComet XXL,PPL,DEG2,0.3662691162828296
Gemma 2 9B,wmt14_ruen,XComet XXL,PPL,DEG2,0.34293140760446716
Gemma 2 9B,wmt14_fren,XComet XXL,PPL,DEG2,0.29871253419997656
Gemma 2 9B,wmt19_deen,XComet XXL,PPL,DEG2,0.33217415021795477
Gemma 2 9B,wmt19_fien,XComet XXL,PPL,DEG2,0.3673178032779925
Gemma 2 9B,wmt19_lten,XComet XXL,PPL,DEG2,0.24534270017578869
Gemma 2 9B,wmt19_ruen,XComet XXL,PPL,DEG2,0.3024943835794427
Gemma 2 9B,wmt14_csen,XComet XXL,PPL,DEG3,0.33601453088218647
Gemma 2 9B,wmt14_deen,XComet XXL,PPL,DEG3,0.3638524686682307
Gemma 2 9B,wmt14_ruen,XComet XXL,PPL,DEG3,0.3781884042124998
Gemma 2 9B,wmt14_fren,XComet XXL,PPL,DEG3,0.29871048539704664
Gemma 2 9B,wmt19_deen,XComet XXL,PPL,DEG3,0.3496623864361291
Gemma 2 9B,wmt19_fien,XComet XXL,PPL,DEG3,0.36436101499496026
Gemma 2 9B,wmt19_lten,XComet XXL,PPL,DEG3,0.30131655798599605
Gemma 2 9B,wmt19_ruen,XComet XXL,PPL,DEG3,0.3297585099495411
Gemma 2 9B,wmt14_csen,XComet XXL,MTE,RAW,0.3459567441101621
Gemma 2 9B,wmt14_deen,XComet XXL,MTE,RAW,0.3266780871269261
Gemma 2 9B,wmt14_ruen,XComet XXL,MTE,RAW,0.28594373836647013
Gemma 2 9B,wmt14_fren,XComet XXL,MTE,RAW,0.2547176138694805
Gemma 2 9B,wmt19_deen,XComet XXL,MTE,RAW,0.32112895186564333
Gemma 2 9B,wmt19_fien,XComet XXL,MTE,RAW,0.4152822021226535
Gemma 2 9B,wmt19_lten,XComet XXL,MTE,RAW,0.29375108592832755
Gemma 2 9B,wmt19_ruen,XComet XXL,MTE,RAW,0.27127584098233554
Gemma 2 9B,wmt14_csen,XComet XXL,MTE,DEG1,0.3701072421684996
Gemma 2 9B,wmt14_deen,XComet XXL,MTE,DEG1,0.3828970840599332
Gemma 2 9B,wmt14_ruen,XComet XXL,MTE,DEG1,0.4757122991395496
Gemma 2 9B,wmt14_fren,XComet XXL,MTE,DEG1,0.34251756751415213
Gemma 2 9B,wmt19_deen,XComet XXL,MTE,DEG1,0.36999993099089334
Gemma 2 9B,wmt19_fien,XComet XXL,MTE,DEG1,0.4025237261881218
Gemma 2 9B,wmt19_lten,XComet XXL,MTE,DEG1,0.3097465636453655
Gemma 2 9B,wmt19_ruen,XComet XXL,MTE,DEG1,0.37434672167408917
Gemma 2 9B,wmt14_csen,XComet XXL,MTE,DEG2,0.3590086141938884
Gemma 2 9B,wmt14_deen,XComet XXL,MTE,DEG2,0.38081910917077866
Gemma 2 9B,wmt14_ruen,XComet XXL,MTE,DEG2,0.3754623787190442
Gemma 2 9B,wmt14_fren,XComet XXL,MTE,DEG2,0.33388136410070285
Gemma 2 9B,wmt19_deen,XComet XXL,MTE,DEG2,0.35128368340868243
Gemma 2 9B,wmt19_fien,XComet XXL,MTE,DEG2,0.3847971724578189
Gemma 2 9B,wmt19_lten,XComet XXL,MTE,DEG2,0.2417343586233731
Gemma 2 9B,wmt19_ruen,XComet XXL,MTE,DEG2,0.3294387431176179
Gemma 2 9B,wmt14_csen,XComet XXL,MTE,DEG3,0.3655924557120314
Gemma 2 9B,wmt14_deen,XComet XXL,MTE,DEG3,0.37824216741136
Gemma 2 9B,wmt14_ruen,XComet XXL,MTE,DEG3,0.40124797066782386
Gemma 2 9B,wmt14_fren,XComet XXL,MTE,DEG3,0.3336502495251914
Gemma 2 9B,wmt19_deen,XComet XXL,MTE,DEG3,0.3710167355692125
Gemma 2 9B,wmt19_fien,XComet XXL,MTE,DEG3,0.37730023658120904
Gemma 2 9B,wmt19_lten,XComet XXL,MTE,DEG3,0.3013529819140066
Gemma 2 9B,wmt19_ruen,XComet XXL,MTE,DEG3,0.35737188937888115
Gemma 2 9B,wmt14_csen,XComet XXL,MCSE,RAW,0.1472689925721333
Gemma 2 9B,wmt14_deen,XComet XXL,MCSE,RAW,0.2982886683967705
Gemma 2 9B,wmt14_ruen,XComet XXL,MCSE,RAW,0.3377069743462151
Gemma 2 9B,wmt14_fren,XComet XXL,MCSE,RAW,0.2642390719774707
Gemma 2 9B,wmt19_deen,XComet XXL,MCSE,RAW,0.2747004497477272
Gemma 2 9B,wmt19_fien,XComet XXL,MCSE,RAW,-0.06962059485859162
Gemma 2 9B,wmt19_lten,XComet XXL,MCSE,RAW,0.08846689585202154
Gemma 2 9B,wmt19_ruen,XComet XXL,MCSE,RAW,0.32321841726971035
Gemma 2 9B,wmt14_csen,XComet XXL,MCSE,DEG1,0.22994375020211424
Gemma 2 9B,wmt14_deen,XComet XXL,MCSE,DEG1,0.3234806895432507
Gemma 2 9B,wmt14_ruen,XComet XXL,MCSE,DEG1,0.34077783284551166
Gemma 2 9B,wmt14_fren,XComet XXL,MCSE,DEG1,0.25759979295655905
Gemma 2 9B,wmt19_deen,XComet XXL,MCSE,DEG1,0.3331950182314506
Gemma 2 9B,wmt19_fien,XComet XXL,MCSE,DEG1,0.19762179277045044
Gemma 2 9B,wmt19_lten,XComet XXL,MCSE,DEG1,0.11688329712393233
Gemma 2 9B,wmt19_ruen,XComet XXL,MCSE,DEG1,0.32466481470318387
Gemma 2 9B,wmt14_csen,XComet XXL,MCSE,DEG2,0.22040680359137843
Gemma 2 9B,wmt14_deen,XComet XXL,MCSE,DEG2,0.32513245757707443
Gemma 2 9B,wmt14_ruen,XComet XXL,MCSE,DEG2,0.30847589283026317
Gemma 2 9B,wmt14_fren,XComet XXL,MCSE,DEG2,0.26364765966545634
Gemma 2 9B,wmt19_deen,XComet XXL,MCSE,DEG2,0.32048479955079984
Gemma 2 9B,wmt19_fien,XComet XXL,MCSE,DEG2,0.1729009579405326
Gemma 2 9B,wmt19_lten,XComet XXL,MCSE,DEG2,0.09105476155384232
Gemma 2 9B,wmt19_ruen,XComet XXL,MCSE,DEG2,0.31803819698608304
Gemma 2 9B,wmt14_csen,XComet XXL,MCSE,DEG3,0.22196114448396953
Gemma 2 9B,wmt14_deen,XComet XXL,MCSE,DEG3,0.3286673924218742
Gemma 2 9B,wmt14_ruen,XComet XXL,MCSE,DEG3,0.3291246241742035
Gemma 2 9B,wmt14_fren,XComet XXL,MCSE,DEG3,0.263823483883117
Gemma 2 9B,wmt19_deen,XComet XXL,MCSE,DEG3,0.31596846459534933
Gemma 2 9B,wmt19_fien,XComet XXL,MCSE,DEG3,0.16383209727964965
Gemma 2 9B,wmt19_lten,XComet XXL,MCSE,DEG3,0.1214695842030075
Gemma 2 9B,wmt19_ruen,XComet XXL,MCSE,DEG3,0.31996039530435155
Gemma 2 9B,wmt14_csen,XComet XXL,MCNSE,RAW,0.2778769453675052
Gemma 2 9B,wmt14_deen,XComet XXL,MCNSE,RAW,0.33620367207037416
Gemma 2 9B,wmt14_ruen,XComet XXL,MCNSE,RAW,0.3255931763494626
Gemma 2 9B,wmt14_fren,XComet XXL,MCNSE,RAW,0.2469436306212345
Gemma 2 9B,wmt19_deen,XComet XXL,MCNSE,RAW,0.31780321683931717
Gemma 2 9B,wmt19_fien,XComet XXL,MCNSE,RAW,0.288065084017937
Gemma 2 9B,wmt19_lten,XComet XXL,MCNSE,RAW,0.18570671994349744
Gemma 2 9B,wmt19_ruen,XComet XXL,MCNSE,RAW,0.3291158627770186
Gemma 2 9B,wmt14_csen,XComet XXL,MCNSE,DEG1,0.27533604080606855
Gemma 2 9B,wmt14_deen,XComet XXL,MCNSE,DEG1,0.33276239392385304
Gemma 2 9B,wmt14_ruen,XComet XXL,MCNSE,DEG1,0.4010768150640309
Gemma 2 9B,wmt14_fren,XComet XXL,MCNSE,DEG1,0.27172606257972215
Gemma 2 9B,wmt19_deen,XComet XXL,MCNSE,DEG1,0.3307407559042026
Gemma 2 9B,wmt19_fien,XComet XXL,MCNSE,DEG1,0.28900858813815933
Gemma 2 9B,wmt19_lten,XComet XXL,MCNSE,DEG1,0.18554995286183315
Gemma 2 9B,wmt19_ruen,XComet XXL,MCNSE,DEG1,0.3611335074442209
Gemma 2 9B,wmt14_csen,XComet XXL,MCNSE,DEG2,0.27037500732481845
Gemma 2 9B,wmt14_deen,XComet XXL,MCNSE,DEG2,0.3333030060094932
Gemma 2 9B,wmt14_ruen,XComet XXL,MCNSE,DEG2,0.3056095730843233
Gemma 2 9B,wmt14_fren,XComet XXL,MCNSE,DEG2,0.27027237240010293
Gemma 2 9B,wmt19_deen,XComet XXL,MCNSE,DEG2,0.30852256567601827
Gemma 2 9B,wmt19_fien,XComet XXL,MCNSE,DEG2,0.27067698510562677
Gemma 2 9B,wmt19_lten,XComet XXL,MCNSE,DEG2,0.14245887116916417
Gemma 2 9B,wmt19_ruen,XComet XXL,MCNSE,DEG2,0.3283098841442349
Gemma 2 9B,wmt14_csen,XComet XXL,MCNSE,DEG3,0.26807340147971204
Gemma 2 9B,wmt14_deen,XComet XXL,MCNSE,DEG3,0.33501544314976467
Gemma 2 9B,wmt14_ruen,XComet XXL,MCNSE,DEG3,0.34137637590679837
Gemma 2 9B,wmt14_fren,XComet XXL,MCNSE,DEG3,0.270919200814722
Gemma 2 9B,wmt19_deen,XComet XXL,MCNSE,DEG3,0.3275014192436928
Gemma 2 9B,wmt19_fien,XComet XXL,MCNSE,DEG3,0.2741627038829924
Gemma 2 9B,wmt19_lten,XComet XXL,MCNSE,DEG3,0.20733792970618709
Gemma 2 9B,wmt19_ruen,XComet XXL,MCNSE,DEG3,0.35228613430039313
Gemma 2 9B,wmt14_csen,XComet XXL,LSRL,RAW,0.2603731807893013
Gemma 2 9B,wmt14_deen,XComet XXL,LSRL,RAW,0.2998277438684456
Gemma 2 9B,wmt14_ruen,XComet XXL,LSRL,RAW,0.3032637870373473
Gemma 2 9B,wmt14_fren,XComet XXL,LSRL,RAW,0.2041407784711054
Gemma 2 9B,wmt19_deen,XComet XXL,LSRL,RAW,0.27763536185733556
Gemma 2 9B,wmt19_fien,XComet XXL,LSRL,RAW,0.2916635330866386
Gemma 2 9B,wmt19_lten,XComet XXL,LSRL,RAW,0.186280277420674
Gemma 2 9B,wmt19_ruen,XComet XXL,LSRL,RAW,0.271878408927325
